,city,state_id,state_name,county_name,lat,lng
27018,Groton,MA,Massachusetts,Middlesex,42.6084,-71.5707
27019,Belmont,MA,Massachusetts,Middlesex,42.396,-71.1796
27020,Andover,MA,Massachusetts,Essex,42.6554,-71.1418
27021,Turners Falls,MA,Massachusetts,Franklin,42.5975,-72.5573
27022,Popponesset Island,MA,Massachusetts,Barnstable,41.5853,-70.4587
27023,Haverhill,MA,Massachusetts,Essex,42.7838,-71.0871
27024,Hayden Row,MA,Massachusetts,Middlesex,42.2043,-71.5106
27025,Rockport,MA,Massachusetts,Essex,42.645,-70.616
27026,North Falmouth,MA,Massachusetts,Barnstable,41.6395,-70.626
27027,West Wareham,MA,Massachusetts,Plymouth,41.79,-70.755
27028,Milton,MA,Massachusetts,Norfolk,42.2412,-71.0844
27029,West Dennis,MA,Massachusetts,Barnstable,41.6666,-70.1656
27030,Warren,MA,Massachusetts,Worcester,42.2154,-72.1887
27031,Newton,MA,Massachusetts,Middlesex,42.3317,-71.2085
27032,East Walpole,MA,Massachusetts,Norfolk,42.162,-71.2106
27033,Winchester,MA,Massachusetts,Middlesex,42.4518,-71.1463
27034,Longmeadow,MA,Massachusetts,Hampden,42.0475,-72.5719
27035,Standish,MA,Massachusetts,Plymouth,42.107,-70.755
27036,Ocean Bluff,MA,Massachusetts,Plymouth,42.0973,-70.6536
27037,Bridgewater,MA,Massachusetts,Plymouth,41.9888,-70.9717
27038,Highland Lake,MA,Massachusetts,Norfolk,42.1265,-71.3098
27039,Onset,MA,Massachusetts,Plymouth,41.7481,-70.6669
27040,Pine Rest,MA,Massachusetts,Middlesex,42.388999999999996,-71.437
27041,Williamstown,MA,Massachusetts,Berkshire,42.7087,-73.2012
27042,West Brookfield,MA,Massachusetts,Worcester,42.2388,-72.1455
27043,Burlington,MA,Massachusetts,Middlesex,42.5022,-71.2027
27044,Ayer,MA,Massachusetts,Middlesex,42.5613,-71.5848
27045,Orange,MA,Massachusetts,Franklin,42.5972,-72.3032
27046,Somerset,MA,Massachusetts,Bristol,41.7404,-71.1612
27047,Reading,MA,Massachusetts,Middlesex,42.5351,-71.1056
27048,Townsend,MA,Massachusetts,Middlesex,42.6717,-71.7041
27049,Seabrook,MA,Massachusetts,Barnstable,41.5831,-70.4991
27050,Great Barrington,MA,Massachusetts,Berkshire,42.1935,-73.3621
27051,South Yarmouth,MA,Massachusetts,Barnstable,41.6692,-70.2005
27052,Bondsville,MA,Massachusetts,Hampden,42.2126,-72.3454
27053,Lee,MA,Massachusetts,Berkshire,42.3069,-73.2504
27054,Pittsfield,MA,Massachusetts,Berkshire,42.4517,-73.2605
27055,South Dartmouth,MA,Massachusetts,Bristol,41.5918,-70.9411
27056,West Boxford,MA,Massachusetts,Essex,42.707,-71.0639
27057,Everett,MA,Massachusetts,Middlesex,42.4064,-71.0544
27058,Sagamore,MA,Massachusetts,Barnstable,41.7842,-70.5332
27059,South Deerfield,MA,Massachusetts,Franklin,42.4795,-72.5947
27060,Easthampton,MA,Massachusetts,Hampshire,42.2668,-72.669
27061,Green Harbor,MA,Massachusetts,Plymouth,42.0779,-70.6495
27062,Salem,MA,Massachusetts,Essex,42.513000000000005,-70.9021
27063,Hyannis,MA,Massachusetts,Barnstable,41.6529,-70.2828
27064,Brewster,MA,Massachusetts,Barnstable,41.7618,-70.081
27065,Cochituate,MA,Massachusetts,Middlesex,42.32899999999999,-71.3576
27066,Ware,MA,Massachusetts,Hampshire,42.2549,-72.24600000000001
27067,Brockton,MA,Massachusetts,Plymouth,42.0821,-71.0242
27068,Vineyard Haven,MA,Massachusetts,Dukes,41.4565,-70.6069
27069,Pigeon Cove,MA,Massachusetts,Essex,42.6737,-70.6328
27070,Granby,MA,Massachusetts,Hampshire,42.2633,-72.5243
27071,Barnstable,MA,Massachusetts,Barnstable,41.7001,-70.2995
27072,Manchester-by-the-Sea,MA,Massachusetts,Essex,42.5779,-70.7689
27073,Bliss Corner,MA,Massachusetts,Bristol,41.6054,-70.9421
27074,Harwich Port,MA,Massachusetts,Barnstable,41.6723,-70.0641
27075,Russell,MA,Massachusetts,Hampden,42.1965,-72.8642
27076,Accord,MA,Massachusetts,Plymouth,42.1745,-70.8837
27077,North Adams,MA,Massachusetts,Berkshire,42.6844,-73.1166
27078,South Acton,MA,Massachusetts,Middlesex,42.4584,-71.4537
27079,Watertown,MA,Massachusetts,Middlesex,42.37,-71.1775
27080,Lynnfield,MA,Massachusetts,Essex,42.5356,-71.0382
27081,Cheshire,MA,Massachusetts,Berkshire,42.5612,-73.1624
27082,Chester,MA,Massachusetts,Hampden,42.2828,-72.98100000000001
27083,Littleton Common,MA,Massachusetts,Middlesex,42.5352,-71.4727
27084,Dennis Port,MA,Massachusetts,Barnstable,41.6677,-70.1358
27085,West Acton,MA,Massachusetts,Middlesex,42.4751,-71.4745
27086,Westfield,MA,Massachusetts,Hampden,42.1382,-72.7561
27087,North Cohasset,MA,Massachusetts,Norfolk,42.2584,-70.8425
27088,Spencer,MA,Massachusetts,Worcester,42.2451,-71.9924
27089,North Marshfield,MA,Massachusetts,Plymouth,42.1432,-70.7703
27090,South Walpole,MA,Massachusetts,Norfolk,42.1043,-71.2612
27091,South Dennis,MA,Massachusetts,Barnstable,41.7051,-70.1537
27092,Cambridge,MA,Massachusetts,Middlesex,42.3758,-71.1184
27093,Clinton,MA,Massachusetts,Worcester,42.4182,-71.6855
27094,Housatonic,MA,Massachusetts,Berkshire,42.2487,-73.3626
27095,Cotuit,MA,Massachusetts,Barnstable,41.6168,-70.437
27096,North Brookfield,MA,Massachusetts,Worcester,42.2711,-72.0842
27097,Somerville,MA,Massachusetts,Middlesex,42.3908,-71.1013
27098,New Seabury,MA,Massachusetts,Barnstable,41.5689,-70.4811
27099,Northampton,MA,Massachusetts,Hampshire,42.3266,-72.6745
27100,Hatfield,MA,Massachusetts,Hampshire,42.372,-72.6068
27101,South Ashburnham,MA,Massachusetts,Worcester,42.6138,-71.9384
27102,Methuen,MA,Massachusetts,Essex,42.733999999999995,-71.1889
27103,Holyoke,MA,Massachusetts,Hampden,42.2126,-72.6411
27104,Silver Lake,MA,Massachusetts,Middlesex,42.5695,-71.1912
27105,North Pembroke,MA,Massachusetts,Plymouth,42.0989,-70.7821
27106,Brookville,MA,Massachusetts,Norfolk,42.1251,-71.0092
27107,Framingham,MA,Massachusetts,Middlesex,42.3085,-71.4367
27108,Hanover Center,MA,Massachusetts,Plymouth,42.1168,-70.8412
27109,Huntington,MA,Massachusetts,Hampshire,42.2408,-72.8822
27110,Wellesley,MA,Massachusetts,Norfolk,42.3043,-71.2855
27111,Orleans,MA,Massachusetts,Barnstable,41.7899,-70.0009
27112,Essex,MA,Massachusetts,Essex,42.6333,-70.7743
27113,Lenox,MA,Massachusetts,Berkshire,42.3588,-73.2855
27114,Forestdale,MA,Massachusetts,Barnstable,41.6846,-70.5081
27115,Sharon,MA,Massachusetts,Norfolk,42.1174,-71.1835
27116,South Amherst,MA,Massachusetts,Hampshire,42.339,-72.5194
27117,Pine Lake,MA,Massachusetts,Middlesex,42.3959,-71.4537
27118,Foxborough,MA,Massachusetts,Norfolk,42.0644,-71.2482
27119,Wamesit,MA,Massachusetts,Middlesex,42.6251,-71.2634
27120,Shawsheen Village,MA,Massachusetts,Essex,42.6723,-71.1439
27121,Newburyport,MA,Massachusetts,Essex,42.8124,-70.8879
27122,North Attleboro,MA,Massachusetts,Bristol,41.9834,-71.3328
27123,Chatham,MA,Massachusetts,Barnstable,41.6764,-69.9632
27124,Ipswich,MA,Massachusetts,Essex,42.6792,-70.8307
27125,East Harwich,MA,Massachusetts,Barnstable,41.7081,-70.0339
27126,Agawam,MA,Massachusetts,Hampden,42.0695,-72.6148
27127,Marshfield Center,MA,Massachusetts,Plymouth,42.1168,-70.7162
27128,Rexhame,MA,Massachusetts,Plymouth,42.114,-70.6745
27129,Marstons Mills,MA,Massachusetts,Barnstable,41.6562,-70.4161
27130,Fitchburg,MA,Massachusetts,Worcester,42.5912,-71.8156
27131,North Scituate,MA,Massachusetts,Plymouth,42.2121,-70.7652
27132,Deerfield,MA,Massachusetts,Franklin,42.5463,-72.6024
27133,Lawrence,MA,Massachusetts,Essex,42.7003,-71.1626
27134,Fayville,MA,Massachusetts,Worcester,42.2945,-71.5056
27135,Nahant,MA,Massachusetts,Essex,42.4293,-70.92699999999999
27136,Revere,MA,Massachusetts,Suffolk,42.4188,-71.00399999999999
27137,Abington,MA,Massachusetts,Plymouth,42.1181,-70.959
27138,East Brookfield,MA,Massachusetts,Worcester,42.2304,-72.0474
27139,Lunenburg,MA,Massachusetts,Worcester,42.5934,-71.7269
27140,Rowley,MA,Massachusetts,Essex,42.7186,-70.8749
27141,Hanson,MA,Massachusetts,Plymouth,42.0649,-70.8521
27142,Saugus,MA,Massachusetts,Essex,42.468,-71.0145
27143,Dover,MA,Massachusetts,Norfolk,42.2475,-71.2741
27144,Bourne,MA,Massachusetts,Barnstable,41.7323,-70.6154
27145,Needham,MA,Massachusetts,Norfolk,42.2814,-71.241
27146,North Truro,MA,Massachusetts,Barnstable,42.0334,-70.0953
27147,Greenbush,MA,Massachusetts,Plymouth,42.1793,-70.7495
27148,New Bedford,MA,Massachusetts,Bristol,41.6697,-70.9428
27149,Adams,MA,Massachusetts,Berkshire,42.6277,-73.1187
27150,East Falmouth,MA,Massachusetts,Barnstable,41.5707,-70.5556
27151,Wilbraham,MA,Massachusetts,Hampden,42.1341,-72.4345
27152,North Plymouth,MA,Massachusetts,Plymouth,41.9729,-70.6882
27153,West Falmouth,MA,Massachusetts,Barnstable,41.6012,-70.6364
27154,North Wilmington,MA,Massachusetts,Middlesex,42.5695,-71.1564
27155,Franklin,MA,Massachusetts,Norfolk,42.0834,-71.3967
27156,Edgartown,MA,Massachusetts,Dukes,41.3904,-70.51899999999999
27157,Beverly,MA,Massachusetts,Essex,42.5681,-70.8627
27158,Rutland,MA,Massachusetts,Worcester,42.3645,-71.9563
27159,Scituate,MA,Massachusetts,Plymouth,42.1867,-70.7355
27160,Woburn,MA,Massachusetts,Middlesex,42.4868,-71.1543
27161,Chelsea,MA,Massachusetts,Suffolk,42.3959,-71.0325
27162,Siasconset,MA,Massachusetts,Nantucket,41.2636,-69.9718
27163,North Bellingham,MA,Massachusetts,Norfolk,42.1209,-71.4556
27164,East Dennis,MA,Massachusetts,Barnstable,41.7392,-70.1576
27165,Woodville,MA,Massachusetts,Middlesex,42.2376,-71.562
27166,East Sandwich,MA,Massachusetts,Barnstable,41.7365,-70.4341
27167,Hingham,MA,Massachusetts,Plymouth,42.2366,-70.8879
27168,North Hanover,MA,Massachusetts,Plymouth,42.1459,-70.8675
27169,Humarock,MA,Massachusetts,Plymouth,42.1362,-70.69
27170,Worcester,MA,Massachusetts,Worcester,42.2705,-71.8079
27171,Egypt,MA,Massachusetts,Plymouth,42.2126,-70.7584
27172,Pocasset,MA,Massachusetts,Barnstable,41.6877,-70.6202
27173,Assinippi,MA,Massachusetts,Plymouth,42.1584,-70.8509
27174,Caryville,MA,Massachusetts,Norfolk,42.1334,-71.4478
27175,West Chatham,MA,Massachusetts,Barnstable,41.6804,-69.9918
27176,Melrose,MA,Massachusetts,Middlesex,42.4556,-71.059
27177,Centerville,MA,Massachusetts,Barnstable,41.6487,-70.3481
27178,Forge Village,MA,Massachusetts,Middlesex,42.5801,-71.487
27179,Nutting Lake,MA,Massachusetts,Middlesex,42.5379,-71.2689
27180,Hopedale,MA,Massachusetts,Worcester,42.1279,-71.541
27181,Popponesset,MA,Massachusetts,Barnstable,41.573,-70.4644
27182,Nabnasset,MA,Massachusetts,Middlesex,42.6126,-71.4203
27183,Maynard,MA,Massachusetts,Middlesex,42.4264,-71.4561
27184,Islington,MA,Massachusetts,Norfolk,42.2237,-71.1898
27185,West Medway,MA,Massachusetts,Norfolk,42.1418,-71.4245
27186,Monument Beach,MA,Massachusetts,Barnstable,41.7191,-70.6061
27187,Hopkinton,MA,Massachusetts,Middlesex,42.2236,-71.5228
27188,Hudson,MA,Massachusetts,Middlesex,42.3918,-71.5645
27189,Kingston,MA,Massachusetts,Plymouth,41.9965,-70.73100000000001
27190,Shore Acres,MA,Massachusetts,Plymouth,42.2145,-70.7384
27191,Peabody,MA,Massachusetts,Essex,42.5335,-70.9724
27192,Rockville,MA,Massachusetts,Norfolk,42.1407,-71.3592
27193,Millers Falls,MA,Massachusetts,Franklin,42.5792,-72.4925
27194,Northborough,MA,Massachusetts,Worcester,42.3111,-71.645
27195,Springfield,MA,Massachusetts,Hampden,42.1155,-72.5395
27196,Norwood,MA,Massachusetts,Norfolk,42.1861,-71.1949
27197,Lowell,MA,Massachusetts,Middlesex,42.6389,-71.3217
27198,Winchendon,MA,Massachusetts,Worcester,42.681000000000004,-72.0436
27199,Leominster,MA,Massachusetts,Worcester,42.5209,-71.7717
27200,Marshfield,MA,Massachusetts,Plymouth,42.0939,-70.7049
27201,Harding,MA,Massachusetts,Norfolk,42.2037,-71.3239
27202,Brant Rock,MA,Massachusetts,Plymouth,42.0862,-70.6411
27203,Gardner,MA,Massachusetts,Worcester,42.5845,-71.9868
27204,Smith Mills,MA,Massachusetts,Bristol,41.6432,-70.992
27205,Fiskdale,MA,Massachusetts,Worcester,42.1227,-72.1087
27206,South Chelmsford,MA,Massachusetts,Middlesex,42.5709,-71.3759
27207,Ballardvale,MA,Massachusetts,Essex,42.6251,-71.1606
27208,Oxford,MA,Massachusetts,Worcester,42.1162,-71.8705
27209,Weweantic,MA,Massachusetts,Plymouth,41.7398,-70.7351
27210,North Westport,MA,Massachusetts,Bristol,41.653999999999996,-71.0927
27211,South Lancaster,MA,Massachusetts,Worcester,42.4373,-71.692
27212,Malden,MA,Massachusetts,Middlesex,42.4305,-71.0576
27213,Whitinsville,MA,Massachusetts,Worcester,42.1145,-71.6688
27214,Lynn,MA,Massachusetts,Essex,42.4778,-70.9662
27215,East Douglas,MA,Massachusetts,Worcester,42.0779,-71.7121
27216,North Tewksbury,MA,Massachusetts,Middlesex,42.6345,-71.2459
27217,Attleboro,MA,Massachusetts,Bristol,41.9311,-71.295
27218,North Abington,MA,Massachusetts,Plymouth,42.1293,-70.9495
27219,Wareham Center,MA,Massachusetts,Plymouth,41.751000000000005,-70.7198
27220,Still River,MA,Massachusetts,Worcester,42.4918,-71.6176
27221,Wilmington,MA,Massachusetts,Middlesex,42.5609,-71.1654
27222,Medfield,MA,Massachusetts,Norfolk,42.187,-71.3032
27223,Wakefield,MA,Massachusetts,Middlesex,42.5035,-71.0657
27224,Plymouth,MA,Massachusetts,Plymouth,41.9539,-70.6693
27225,Amherst Center,MA,Massachusetts,Hampshire,42.3757,-72.5188
27226,River Pines,MA,Massachusetts,Middlesex,42.56399999999999,-71.2884
27227,Mashpee Neck,MA,Massachusetts,Barnstable,41.6118,-70.4667
27228,Black Rock,MA,Massachusetts,Norfolk,42.2437,-70.8287
27229,Osterville,MA,Massachusetts,Barnstable,41.6284,-70.387
27230,Madaket,MA,Massachusetts,Nantucket,41.2826,-70.1855
27231,Blandford,MA,Massachusetts,Hampden,42.178000000000004,-72.9241
27232,West Barnstable,MA,Massachusetts,Barnstable,41.7057,-70.3745
27233,North Seekonk,MA,Massachusetts,Bristol,41.8882,-71.3297
27234,Fall River,MA,Massachusetts,Bristol,41.7136,-71.1014
27235,Taunton,MA,Massachusetts,Bristol,41.9036,-71.0943
27236,Randolph,MA,Massachusetts,Norfolk,42.1779,-71.0539
27237,Gleasondale,MA,Massachusetts,Middlesex,42.4062,-71.5267
27238,Marblehead,MA,Massachusetts,Essex,42.4991,-70.8637
27239,Teaticket,MA,Massachusetts,Barnstable,41.5624,-70.5858
27240,West Upton,MA,Massachusetts,Worcester,42.1695,-71.6203
27241,Graniteville,MA,Massachusetts,Middlesex,42.5959,-71.462
27242,South Duxbury,MA,Massachusetts,Plymouth,42.0203,-70.6913
27243,Kent Park,MA,Massachusetts,Plymouth,42.1084,-70.6898
27244,Cordaville,MA,Massachusetts,Worcester,42.2727,-71.5221
27245,Nantucket,MA,Massachusetts,Nantucket,41.2723,-70.0947
27246,Salisbury,MA,Massachusetts,Essex,42.8334,-70.8416
27247,Pinehurst,MA,Massachusetts,Middlesex,42.5334,-71.234
27248,Dennis,MA,Massachusetts,Barnstable,41.733000000000004,-70.1988
27249,East Pepperell,MA,Massachusetts,Middlesex,42.6654,-71.5635
27250,West Concord,MA,Massachusetts,Middlesex,42.4518,-71.4035
27251,Clicquot,MA,Massachusetts,Norfolk,42.1715,-71.3523
27252,North Billerica,MA,Massachusetts,Middlesex,42.5834,-71.2845
32256,Manville,RI,Rhode Island,Providence,41.9698,-71.4737
32257,Harrisville,RI,Rhode Island,Providence,41.9687,-71.6767
32258,Hopkinton,RI,Rhode Island,Washington,41.4622,-71.7783
32259,Wyoming,RI,Rhode Island,Washington,41.5143,-71.6902
32260,Central Falls,RI,Rhode Island,Providence,41.89,-71.3933
32261,Greenville,RI,Rhode Island,Providence,41.8799,-71.555
32262,Providence,RI,Rhode Island,Providence,41.8229,-71.4186
32263,Harmony,RI,Rhode Island,Providence,41.8965,-71.6053
32264,Warwick,RI,Rhode Island,Kent,41.7061,-71.4334
32265,Saunderstown,RI,Rhode Island,Washington,41.5079,-71.4245
32266,Carolina,RI,Rhode Island,Washington,41.4625,-71.6585
32267,Cranston,RI,Rhode Island,Providence,41.7658,-71.4858
32268,East Providence,RI,Rhode Island,Providence,41.8064,-71.3565
32269,Cumberland Hill,RI,Rhode Island,Providence,41.9736,-71.4605
32270,Esmond,RI,Rhode Island,Providence,41.8723,-71.4945
32271,Misquamicut,RI,Rhode Island,Washington,41.3237,-71.822
32272,Valley Falls,RI,Rhode Island,Providence,41.9234,-71.3923
32273,Coventry,RI,Rhode Island,Kent,41.7001,-71.6828
32274,Charlestown,RI,Rhode Island,Washington,41.3783,-71.6285
32275,Bradford,RI,Rhode Island,Washington,41.3944,-71.7541
32276,Clayville,RI,Rhode Island,Providence,41.7734,-71.6854
32277,Union Village,RI,Rhode Island,Providence,41.9912,-71.5392
32278,Chepachet,RI,Rhode Island,Providence,41.9105,-71.6653
32279,Wakefield,RI,Rhode Island,Washington,41.4373,-71.5014
32280,Greene,RI,Rhode Island,Kent,41.6988,-71.7339
32281,Ashaway,RI,Rhode Island,Washington,41.4259,-71.7852
32282,North Foster,RI,Rhode Island,Providence,41.8315,-71.7506
32283,Narragansett Pier,RI,Rhode Island,Washington,41.428000000000004,-71.467
32284,Newport,RI,Rhode Island,Newport,41.4803,-71.3205
32285,Pascoag,RI,Rhode Island,Providence,41.9519,-71.704
32286,Hope Valley,RI,Rhode Island,Washington,41.5151,-71.72
32287,Melville,RI,Rhode Island,Newport,41.5587,-71.2953
32288,Weekapaug,RI,Rhode Island,Washington,41.3359,-71.7633
32289,Westerly,RI,Rhode Island,Washington,41.3723,-71.8069
32290,Quonochontaug,RI,Rhode Island,Washington,41.3447,-71.7061
32291,Tiverton,RI,Rhode Island,Newport,41.6471,-71.1971
32292,West Kingston,RI,Rhode Island,Washington,41.4832,-71.5514
32293,Kingston,RI,Rhode Island,Washington,41.4738,-71.5236
32294,Washington,RI,Rhode Island,Kent,41.6884,-71.5667
32295,Belleville,RI,Rhode Island,Washington,41.553999999999995,-71.4687
32296,Woonsocket,RI,Rhode Island,Providence,42.001000000000005,-71.4993
32297,Centerdale,RI,Rhode Island,Providence,41.8565,-71.4787
32298,Watch Hill,RI,Rhode Island,Washington,41.3157,-71.8487
32299,Foster Center,RI,Rhode Island,Providence,41.7898,-71.7328
32300,Georgiaville,RI,Rhode Island,Providence,41.887,-71.5084
32301,Pawtucket,RI,Rhode Island,Providence,41.8743,-71.3744
